structure_name,fullname,species,paper,n_mentions,n_papers,region_class,decision_stage,final_certainty,final_confidence
intralaminar/midline thalamic nuclei,intralaminar/midline thalamic nuclei,Rat,PM41912789,1,1,non_neocortex,seed_remap,high,1.0
intraspinal region,intraspinal region,Japanese macaque,PM34077429,1,1,non_neocortex,seed_remap,high,1.0
intrastriatal parvalbumin-expressing neurons,intrastriatal parvalbumin-expressing neurons,Mouse,PM34983816,1,1,non_neocortex,seed_remap,high,1.0
intrinsic hand muscles,intrinsic hand muscles (first dorsal interosseous and abductor pollicis brevis),Macaque,PM35973735,1,1,other,seed_remap,high,1.0
iNTS,intermediate nucleus of the tractus solitarius,,PM39494735,1,1,non_neocortex,seed_remap,high,1.0
IO neurons in beta subdivision,inferior olive neurons in beta subdivision,,PM32639229,1,1,non_neocortex,seed_remap,high,1.0
IO neurons in subnucleus d,inferior olive neurons in subnucleus d,,PM32639229,1,1,non_neocortex,seed_remap,high,1.0
IOG,inferior occipital gyrus,,PM41493598,1,1,neocortex,flash,high,0.95
IOM B,"inferior olivary nucleus, medial subnucleus, B subdivision",,PM37398093,1,1,non_neocortex,seed_remap,high,1.0
IONs,inferior olive neurons,Mouse,PM37845276,1,1,non_neocortex,seed_remap,high,1.0
ipa,interpeduncular area,Mouse,PM41289407,1,1,non_neocortex,seed_remap,high,1.0
iPER,ipsilateral perirhinal cortex,Mouse,PM35396593,1,1,non_neocortex,seed_keyword,high,1.0
iPIR,intermediate piriform cortex,Mouse,PM35281496,1,1,non_neocortex,seed_keyword,high,1.0
iPNFezf2,ventral neuroepithelium-derived Fezf2-positive pyramidal neurons,Mouse,PM37348506,1,1,other,seed_remap,high,1.0
iPNs,inhibitory projection neurons,,PM33771998,1,1,other,seed_remap,high,1.0
iPNsFezf2 in CFA motor cortex,,,PM37348506,1,1,neocortex,flash,high,0.9
iPNsFezf2 in S1bfd somatosensory,,,PM37348506,1,1,neocortex,flash,high,0.95
IPS/LIP,IPS/LIP (intraparietal sulcus/lateral intraparietal area),Human,PM35944012,1,1,neocortex,pro,high,0.9333
iPSC-derived cortical neurons,,Mouse,PM39340829,1,1,other,flash,high,0.9333
ipsi-DMS,,,PM38802410,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral ACC,anterior cingulate cortex,,PM39614717,1,1,non_neocortex,flash,medium,0.7167
ipsilateral and contralateral premotor interneurons in the cervical spinal cord,premotor interneurons,Macaque,PM37723869,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral brain regions,,Mouse,PM40063795,1,1,other,seed_remap,high,1.0
ipsilateral brain stem,,Mouse,PM39392390,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral brainstem,ipsilateral brainstem,,PM41289407,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral C-fiber input to Lamina I neurons,,Rat,PM36948583,1,1,other,seed_remap,high,1.0
ipsilateral cervical hemicord,ipsilateral cervical hemicord,Mouse,PM39416130,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral claustrum,claustrum,,PM34478630,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral cortices,,,PM32769989,1,1,other,flash,medium,0.6333
ipsilateral DiE,,,PM40657851,1,1,ambiguous,flash,medium,0.3
ipsilateral ENT,ipsilateral entorhinal area,,PM33935658,1,1,non_neocortex,seed_keyword,high,1.0
ipsilateral granular/disgranular insular cortex,,,PM32528401,1,1,neocortex,flash,medium,0.7167
ipsilateral hemisphere,ipsilateral hemisphere,Ferret,PM34611910,1,1,other,seed_remap,high,1.0
ipsilateral hindlimb,ipsilateral hindlimb,Mouse,PM35115383,1,1,other,seed_remap,high,1.0
ipsilateral IGL,,,PM34448209,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral inner ear,,Mouse,PM35153679,1,1,other,seed_remap,high,1.0
ipsilateral IOM C subdivision,"inferior olivary complex, medial nucleus, C subdivision",,PM38240754,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral lateral corticospinal tract,ipsilateral lateral corticospinal tract,Macaque,PM34624846,1,1,other,seed_remap,high,1.0
ipsilateral LC,,,PM32528401,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral M1,ipsilateral primary motor cortex,Human,PM32697330,1,1,neocortex,flash,high,0.9767
ipsilateral motor cortices,,,PM37851709,1,1,neocortex,flash,high,0.95
ipsilateral nucleus accumbens,nucleus accumbens,Mouse,PM40646084,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral parietal cortex,ipsilateral parietal cortex,Human,PM42239197,1,1,neocortex,flash,high,0.9667
ipsilateral peri-infarct cortex,ipsilateral peri-infarct cortex,Mouse,PM41739927,1,1,neocortex,flash,medium,0.8
ipsilateral Po,,,PM32528401,1,1,non_neocortex,flash,high,0.8667
ipsilateral pons,ipsilateral pons,Mouse,PM40368888,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral prefrontal cortex,ipsilateral prefrontal cortex,Human,PM42239197,1,1,neocortex,flash,high,0.9967
ipsilateral prostriata,prostriata,Mouse,PM33324173,1,1,ambiguous,flash,medium,0.6
ipsilateral PUL,,,PM34448209,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral regions,,,PM32769989,1,1,other,seed_remap,high,1.0
ipsilateral rostral and caudal PeRh cortex,ipsilateral rostral and caudal perirhinal cortex,,PM42101519,1,1,non_neocortex,seed_keyword,high,1.0
ipsilateral S2,ipsilateral secondary somatosensory cortex,Mouse,PM39896513,1,1,neocortex,flash,high,0.9967
ipsilateral secondary motor and somatosensory cortices,secondary motor and somatosensory cortices,Mouse,PM38212587,1,1,neocortex,flash,high,0.9833
ipsilateral sensorimotor cortex,ipsilateral sensorimotor cortex,Mouse,PM40849908,1,1,neocortex,flash,high,0.9967
ipsilateral somatosensory cortex,,,PM40650995,1,1,neocortex,flash,high,1.0
ipsilateral spinal cord,ipsilateral spinal cord,Rat,PM36654858,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral supramarginal gyrus,ipsilateral supramarginal gyrus,Human,PM35624941,1,1,neocortex,flash,high,1.0
ipsilateral telencephalon,,,PM40657851,1,1,other,seed_remap,high,1.0
ipsilateral temporal cortex,ipsilateral temporal cortex,Human,PM42239197,1,1,neocortex,flash,high,1.0
ipsilateral TRN,,,PM34448209,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral V1,ipsilateral primary visual cortex,Rat,PM37415464,1,1,neocortex,flash,high,1.0
ipsilateral VB,,,PM34448209,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral ventromedial thalamus,ventromedial thalamus,Mouse,PM40646084,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral VL,,,PM32528401,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral vLGN,,,PM34448209,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral VPL,,,PM32528401,1,1,non_neocortex,seed_remap,high,1.0
ipsilateral VPM,,,PM32528401,1,1,non_neocortex,seed_remap,high,1.0
ipsilaterally projecting RGC,ipsilaterally projecting retinal ganglion cell,Mouse,PM41212074,1,1,other,seed_remap,high,1.0
ipsilaterally-projecting RGC,ipsilaterally-projecting retinal ganglion cell,Mouse,PM39484601,1,1,other,seed_remap,high,1.0
ipsilesional cerebellum-crus_2,cerebellum-crus_2,Human,PM41698490,1,1,non_neocortex,seed_remap,high,1.0
ipsilesional cortical areas,ipsilesional cortical areas,Mouse,PM35551446,1,1,neocortex,flash,medium,0.7333
ipsilesional M1,primary motor cortex,Human,PM37402647,1,1,neocortex,flash,high,1.0
ipsilesional motor control,primary motor cortex,Human,PM37402647,1,1,neocortex,flash,high,1.0
ipsilesional PM,ipsilesional premotor cortex,Macaque,PM39174504,1,1,neocortex,flash,high,1.0
ipsilesional precentral gyrus,ipsilesional precentral gyrus,Human,PM41698490,1,1,neocortex,flash,high,1.0
ipsilesional primary motor cortex (M1),primary motor cortex,Human,PM37402647,1,1,neocortex,flash,high,1.0
ipsilesional red nucleus,red nucleus,Mouse,PM32454038,1,1,non_neocortex,seed_remap,high,1.0
ipsilesional somatosensory cortex,ipsilesional somatosensory cortex,,PM35551446,1,1,neocortex,flash,high,1.0
ipsilesional spinal cord,ipsilesional gray matter,,PM35552276,1,1,non_neocortex,seed_remap,high,1.0
ipsilesional subcortical areas,ipsilesional subcortical areas,Mouse,PM35551446,1,1,non_neocortex,seed_remap,high,1.0
ipsiM2,,Mouse,PM37348506,1,1,neocortex,flash,high,0.9667
ipsiS1bfd,,Mouse,PM37348506,1,1,neocortex,flash,high,0.95
IRd,infraradiata dorsalis,,PM34795566,1,1,non_neocortex,seed_remap,high,1.0
Isl1+ interneurons,Isl1+ interneurons,,PM33718693,1,1,other,seed_remap,high,1.0
IT cortex (gloss-selective subregion),inferior temporal cortex,Macaque,PM34156507,1,1,neocortex,flash,high,0.95
IT cortex (posterior and anterior),inferior temporal cortex,Macaque,PM34156507,1,1,neocortex,flash,high,0.95
IT projection neurons,intratelencephalic projection neurons,Mouse,PM35263129,1,1,other,seed_remap,high,1.0
ITC,interthalamic cluster,Mouse,PM37775310,1,1,non_neocortex,seed_remap,high,1.0
ITc neurons,intratelencephalic contralateral neurons,Mouse,PM39333158,1,1,other,seed_remap,high,1.0
ITN,,,PM33692111,1,1,ambiguous,flash,medium,0.4333
ITP-LNd,ITP-LNd clock neuron,,PM36054358,1,1,other,seed_remap,high,1.0
IVN,,,PM32639229,1,1,non_neocortex,seed_remap,high,1.0
IZ,intermediate zone,Rat,PM40242793,1,1,non_neocortex,flash,medium,0.5833
Jugular vagal,jugular vagal sensory neurons,Rat,PM33115928,1,1,other,seed_remap,high,1.0
jugular vagal sensory neurons,jugular vagal sensory neurons,Human,PM33029786,1,1,other,seed_remap,high,1.0
kidney afferent nerves,kidney afferent nerves,Mouse,PM37169751,1,1,other,seed_remap,high,1.0
Kiss1 neurons (AVPV/PeN),,Mouse,PM34281980,1,1,non_neocortex,seed_remap,high,1.0
knee joints,,Mouse,PM41139459,1,1,other,seed_remap,high,1.0
KOR-positive inhibitory neurons,,Mouse,PM37644172,1,1,other,flash,high,0.96
KP,kisspeptin-expressing neurons,Mouse,PM34263407,1,1,other,flash,high,0.95
KP neurons (infundibular nucleus),Kisspeptin neurons of the infundibular nucleus,Human,PM32299085,1,1,non_neocortex,seed_remap,high,1.0
KP neurons (rostral hypothalamus),Kisspeptin neurons of the rostral hypothalamus,Human,PM32299085,1,1,non_neocortex,seed_remap,high,1.0
Kölliker-Fuse,,Rat,PM34582982,1,1,non_neocortex,seed_remap,high,1.0
L(ag.)RtSpl,lateral (agranular) retrosplenial cortex,,PM38378961,1,1,non_neocortex,flash,medium,0.6833
L-ACC-sup,"Left anterior cingulate cortex, supracallosal",,PM36088305,1,1,ambiguous,flash,medium,0.6333
L-AOTU middle columns,,,PM33174208,1,1,non_neocortex,flash,medium,0.6
L-AOTUL2-m,,,PM33174208,1,1,non_neocortex,flash,medium,0.6
L-AOTUR2-m,,,PM33174208,1,1,non_neocortex,flash,medium,0.6
L-Cingulate-post,Left posterior cingulate gyrus,,PM36088305,1,1,non_neocortex,flash,medium,0.6333
L-Frontal-sup,"Left superior frontal gyrus, dorsolateral",,PM36088305,1,1,neocortex,flash,high,0.95
l-ITC,lateral ITC,Mouse,PM34028352,1,1,non_neocortex,flash,medium,0.75
l-LNvs,l-LNvs,,PM36054358,1,1,other,flash,medium,0.7
L-Otha,Left occipital thalamus,,PM36088305,1,1,non_neocortex,seed_remap,high,1.0
L-PPtha,Left posterior parietal thalamus,,PM36088305,1,1,non_neocortex,seed_remap,high,1.0
L-rTtha,Left rostral temporal thalamus,,PM36088305,1,1,non_neocortex,seed_remap,high,1.0
l/vl PAG,lateral/ventrolateral periaqueductal gray matter,Rat,PM38708545,1,1,non_neocortex,seed_remap,high,1.0
l/vlPAG,lateral and ventral lateral subregions of the periaqueductal gray,Mouse,PM33449512,1,1,non_neocortex,seed_remap,high,1.0
l/vlPAG Tac1+ neurons,lateral and ventrolateral periaqueductal gray Tac1+ neurons,Mouse,PM35045339,1,1,non_neocortex,seed_remap,high,1.0
L1 canopy cells,layer 1 canopy cells,,PM34478630,1,1,neocortex,flash,high,0.9167
L1 NDNF-INs,Layer 1 NDNF-expressing interneurons,Mouse,PM40686612,1,1,neocortex,flash,high,0.9167
L1 NGF cells,layer 1 NGF-expressing interneurons,,PM34478630,1,1,neocortex,flash,high,0.8833
L1 of cM2,layer 1 of contralateral secondary motor cortex,Mouse,PM35396593,1,1,neocortex,flash,high,0.9933
L1 VIP-INs,Layer 1 VIP-expressing interneurons,Mouse,PM40686612,1,1,neocortex,flash,high,0.8833
L1-STTN,lamina I spinothalamic tract neuron,Mouse,PM39256039,1,1,non_neocortex,seed_remap,high,1.0
L1/2,layers 1/2,Mouse,PM39574572,1,1,neocortex,flash,medium,0.6333
L1/L2/L3,"layers 1, 2, and 3",Rat,PM32829414,1,1,neocortex,flash,medium,0.6333
L1–4 neurons,layer 1–4 neurons,Mouse,PM38192196,1,1,neocortex,flash,medium,0.6333
L2 MEC,layer 2 medial entorhinal cortex,Mouse,PM36562467,1,1,non_neocortex,seed_keyword,high,1.0
L2-SDH,L2 substantia gelatinosa / dorsal horn,Mouse,PM40358190,1,1,non_neocortex,seed_remap,high,1.0
L2/3 AUD neuron,Layer 2/3 auditory cortex neuron,Mouse,PM35318336,1,1,neocortex,flash,high,0.9767
L2/3 excitatory neurons,,Mouse,PM35060903,1,1,neocortex,flash,high,0.9333
L2/3 INs,Layer 2/3 inhibitory interneurons,,PM38743567,1,1,neocortex,flash,high,0.9333
L2/3 interneurons in VISp,layer 2/3 interneurons in primary visual cortex,Mouse,PM38594279,1,1,neocortex,flash,high,0.98
L2/3 of primary ACx,Layer 2/3 of primary auditory cortex,Mouse,PM34610277,1,1,neocortex,flash,high,0.98
L2/3 PV,,Mouse,PM41246844,1,1,neocortex,flash,high,0.9167
L2/3 PV interneurons,layer 2/3 parvalbumin-expressing interneurons,,PM34478630,1,1,neocortex,flash,high,0.98
L2/3 PyCs,layer 2/3 pyramidal cells,Mouse,PM38192196,1,1,neocortex,flash,high,0.98
L2/3 PyrN,layer 2/3 pyramidal neurons,Mouse,PM37817883,1,1,neocortex,flash,high,0.98
L2/3 SST interneurons,layer 2/3 somatostatin-expressing interneurons,,PM34478630,1,1,neocortex,flash,high,0.98
L2/3 VIP cells in TeA,Layer 2/3 VIP cells in temporal auditory cortex,Mouse,PM34610277,1,1,neocortex,flash,high,0.99
L2/3 VIP interneurons,layer 2/3 vasoactive intestinal peptide-expressing interneurons,,PM34478630,1,1,neocortex,flash,high,0.98
L2/3-IT neurons,Layer 2/3 intratelencephalic neurons,Mouse,PM41835227,1,1,neocortex,flash,high,0.95
L2/3-L5,Layers 2/3 through 5,Rat,PM40950103,1,1,neocortex,flash,high,0.95
L2/3IT_TPCs,,,PM40654623,1,1,neocortex,flash,high,0.85
L2a fan cells,layer 2a fan cells,Mouse,PM35129439,1,1,non_neocortex,flash,medium,0.7833
L2b pyramidal cells,layer 2b pyramidal cells,Mouse,PM35129439,1,1,neocortex,flash,high,0.9333
L2IT_TPCs,,,PM40654623,1,1,neocortex,flash,high,0.85
L2–L3,,Human,PM41732345,1,1,neocortex,flash,high,0.9967
L3 and L5,layers 3 and 5,,PM34630046,1,1,neocortex,flash,high,0.9967
L3 MEC,layer 3 medial entorhinal cortex,Mouse,PM36562467,1,1,non_neocortex,seed_keyword,high,1.0
L3-SDH,L3 substantia gelatinosa / dorsal horn,Mouse,PM40358190,1,1,non_neocortex,seed_remap,high,1.0
L3/L4 LSCC,L3/L4 lumbosacral central canal,Rat,PM32775758,1,1,non_neocortex,seed_remap,high,1.0
L3/L4 propriospinal neurons,L3/L4 propriospinal neurons,Rat,PM32775758,1,1,non_neocortex,seed_remap,high,1.0
L3IT_TPCs,,,PM40654623,1,1,neocortex,flash,high,0.9967
L3–L4,,Human,PM41732345,1,1,non_neocortex,seed_remap,high,1.0
L4 (Celsr3 cKO),Layer 4,Mouse,PM37770450,1,1,neocortex,flash,high,0.9967
L4 (higher cortical area),layer 4,,PM40788966,1,1,neocortex,flash,high,0.9967
L4 (Smad7OE),Layer 4,Mouse,PM37770450,1,1,neocortex,flash,high,0.9967
L4 DR,L4 dorsal root,Rat,PM32543346,1,1,other,seed_remap,high,1.0
L4 motor neurons,L4 motor neurons,Mouse,PM40894746,1,1,non_neocortex,seed_remap,high,1.0
L4 neurons,,Mouse,PM33851917,1,1,neocortex,flash,high,0.9767
L4 Pvalb interneurons,Layer 4 parvalbumin-expressing interneurons,,PM35060903,1,1,neocortex,flash,high,0.99
L4 regular-spiking neuron,layer 4 regular-spiking neuron,Rabbit,PM33289630,1,1,neocortex,flash,high,0.9767
L4 simple cells,layer 4 simple cells,Rabbit,PM39644892,1,1,neocortex,flash,high,0.99
L4 Sst interneurons,Layer 4 somatostatin-expressing interneurons,,PM35060903,1,1,neocortex,flash,high,0.99
L4 wS1,Layer 4 whisker primary somatosensory cortex,Mouse,PM40010627,1,1,neocortex,flash,high,0.9933
L4/L5a,,Mouse,PM40971324,1,1,neocortex,flash,high,0.8833
L4PV,Layer 4 parvalbumin-positive interneurons,Mouse,PM41505254,1,1,neocortex,flash,high,0.9667
L5 ACC,layer 5 anterior cingulate cortex pyramidal neurons,Mouse,PM37182208,1,1,non_neocortex,flash,medium,0.8333
L5 CP neurons in IL cortex,layer 5 cortico-PAG neurons in infralimbic cortex,Mouse,PM32600466,1,1,non_neocortex,flash,medium,0.9167
L5 CP neurons in PL cortex,layer 5 cortico-PAG neurons in prelimbic cortex,Mouse,PM32600466,1,1,non_neocortex,flash,medium,0.9167
L5 cPNs,layer 5 corticothalamic projection neurons,Mouse,PM34188164,1,1,neocortex,flash,high,0.9667
L5 ET excitatory neurons,layer 5 extratelencephalic excitatory neurons,Mouse,PM39353431,1,1,neocortex,flash,high,0.9667
L5 excitatory inputs,layer 5 excitatory inputs,Gerbil,PM41090114,1,1,neocortex,flash,high,0.9667
L5 IT-type neurons,layer 5 intratelencephalic-type neurons,Mouse,PM35060903,1,1,neocortex,flash,high,0.9667
L5 motor cortex IT neurons,layer 5 motor cortex IT neurons,Mouse,PM35172157,1,1,neocortex,flash,high,0.9667
L5 motor neurons,L5 motor neurons,Mouse,PM40894746,1,1,neocortex,flash,medium,0.8
L5 PNs,,Mouse,PM38982042,1,1,neocortex,flash,high,0.9667
L5 proprioceptors,L5 proprioceptive afferents,Mouse,PM40894746,1,1,other,seed_remap,high,1.0
L5 Pvalb interneurons,Layer 5 parvalbumin-expressing interneurons,,PM35060903,1,1,neocortex,flash,high,0.9967
L5 PyCs,layer 5 pyramidal cells,Mouse,PM38192196,1,1,neocortex,flash,high,0.9967
L5 pyramidal cells,layer 5 pyramidal cells,Mouse,PM38192196,1,1,neocortex,flash,high,0.9967
L5 Rorb neurons,,Mouse,PM35060903,1,1,neocortex,flash,high,0.9967
L5 Sst interneurons,Layer 5 somatostatin-expressing interneurons,,PM35060903,1,1,neocortex,flash,high,0.9967
L5 Tlx3 neurons,,Mouse,PM35060903,1,1,neocortex,flash,high,0.9967
L5-PT neurons,Layer 5 pyramidal tract neurons,Mouse,PM41835227,1,1,neocortex,flash,high,0.99
L5-SDH,L5 substantia gelatinosa / dorsal horn,Mouse,PM40358190,1,1,non_neocortex,seed_remap,high,1.0
L5/L6,layer 5/6,Mouse,PM36737483,1,1,neocortex,flash,high,0.9867
L5a cM2-L1p cells,layer 5a contralateral M2 layer 1-projecting cells,Mouse,PM35396593,1,1,neocortex,flash,high,0.9933
L5a MEC,layer 5a medial entorhinal cortex,Mouse,PM36562467,1,1,non_neocortex,seed_keyword,high,1.0
L5a pyramidal cells,Layer 5a pyramidal cells,Mouse,PM41026142,1,1,neocortex,flash,high,0.9933
L5AM1-proj neurons,,Mouse,PM33851917,1,1,neocortex,flash,high,0.9933
L5b MEC,layer 5b medial entorhinal cortex,Mouse,PM36562467,1,1,non_neocortex,seed_keyword,high,1.0
L5b PN apical oblique dendrites,layer 5b pyramidal neuron apical oblique dendrites,Mouse,PM39167486,1,1,other,seed_remap,high,1.0
L5b pyramidal cells,Layer 5b pyramidal cells,Mouse,PM41026142,1,1,neocortex,flash,high,0.9933
L5IT-SPCs,,,PM40654623,1,1,neocortex,flash,high,0.9
"L5IT-SPCs, L2/3IT_TPCs, L6IT_IPCs",,,PM40654623,1,1,other,seed_remap,high,1.0
L5M1-proj neurons,,Mouse,PM33851917,1,1,neocortex,flash,high,0.9667
L5PN,layer 5 excitatory pyramidal neurons,Mouse,PM34702328,1,1,neocortex,flash,high,0.9667
L6 ACtx,Layer 6 primary auditory cortex,Mouse,PM41569342,1,1,neocortex,flash,high,0.9767
L6 cPNs,layer 6 corticothalamic projection neurons,Mouse,PM34188164,1,1,neocortex,flash,high,0.9667
L6 CT excitatory neurons,layer 6 corticothalamic excitatory neurons,Mouse,PM39353431,1,1,neocortex,flash,high,0.9667
L6 CT neurons,Layer 6 corticothalamic neurons,Mouse,PM38319699,1,1,neocortex,flash,high,0.9833
L6 CT PN,layer 6 corticothalamic pyramidal neurons,Mouse,PM34616071,1,1,neocortex,flash,high,0.9833
