graph_order,unified_ontology_id,unified_ontology_acronym,unified_ontology_name,unified_ontology_label_value,DHBA_name,DHBA_acronym,DHBA_id,r,g,b,hierarchy and full names_y,Unnamed: 2_y,Unnamed: 3_y,Unnamed: 4_y,Unnamed: 5_y,Unnamed: 6_y,Unnamed: 7_y,Unnamed: 8_y,Unnamed: 9_y,Unnamed: 10_y,Unnamed: 11_y,Unnamed: 12_y,Unnamed: 13_y,Unnamed: 14_y,Unnamed: 15_y,parent_identifier,parent
1150,HOMBA:12852,FNCb,flocculonodular lobe of cerebellar cortex,1448,flocculonodular lobe,FNCb,12852.0,255,225,25,,,,,,,,,,flocculonodular lobe of cerebellar cortex,,,,,,HOMBA:AA30378,1104.0
1151,HOMBA:AA30422,CV10,"flocculonodular lobe, vermis part (lobule X-nodulus)",1449,,,,0,128,128,,,,,,,,,,,"flocculonodular lobe, vermis part (lobule X-nodulus)",,,,,HOMBA:12852,1150.0
1152,HOMBA:AA30423,CH10,"flocculonodular lobe, flocculus part",1450,,,,60,180,75,,,,,,,,,,,"flocculonodular lobe, flocculus part",,,,,HOMBA:12852,1150.0
1153,HOMBA:AA30424,CH10a,lobule Xa (flocculus),1451,,,,220,190,255,,,,,,,,,,,,lobule Xa (flocculus),,,,HOMBA:AA30423,1152.0
1154,HOMBA:AA30425,CH10b,Lobule Xb (accessory paraflocculus),1452,,,,60,180,75,,,,,,,,,,,,Lobule Xb (accessory paraflocculus),,,,HOMBA:AA30423,1152.0
1155,HOMBA:AA30426,CbL,layers of cerebellar cortex,1453,,,,255,225,25,,,,,,,,,layers of cerebellar cortex,,,,,,,HOMBA:10657,1103.0
1156,HOMBA:AA30427,CbL1,molecular layer of cerebellar cortex,1454,,,,70,240,240,,,,,,,,,,molecular layer of cerebellar cortex,,,,,,HOMBA:AA30426,1155.0
1157,HOMBA:AA30428,CbL2,Purkinje cell layer of cerebellar cortex,1455,,,,210,245,60,,,,,,,,,,Purkinje cell layer of cerebellar cortex,,,,,,HOMBA:AA30426,1155.0
1158,HOMBA:AA30429,CbL3,granular cell layer of cerebellar cortex,1456,,,,240,50,230,,,,,,,,,,granular cell layer of cerebellar cortex,,,,,,HOMBA:AA30426,1155.0
1159,HOMBA:10660,CbDN,cerebellar deep nuclei,395,cerebellar deep nuclei,CbDN,10660.0,30,147,205,,,,,,,,cerebellar deep nuclei,,,,,,,,HOMBA:10656,1102.0
1160,HOMBA:12396,DT,dentate (lateral) nucleus,396,dentate (lateral) nucleus,DT,12396.0,208,76,181,,,,,,,,,dentate (lateral) nucleus,,,,,,,HOMBA:10660,1159.0
1161,HOMBA:12397,DTlv,"dentate nucleus, lateroventral division",1457,"dentate nucleus, lateroventral part",DTlv,12397.0,255,225,25,,,,,,,,,,"dentate nucleus, lateroventral division",,,,,,HOMBA:12396,1160.0
1162,HOMBA:12398,DTmd,"dentate nucleus, mediodorsal division",1458,"dentate nucleus, mediodorsal part",DTmd,12398.0,230,25,75,,,,,,,,,,"dentate nucleus, mediodorsal division",,,,,,HOMBA:12396,1160.0
1163,HOMBA:12399,InP,interpositus (intermediate) nucleus,397,interpositus (intermediate) nucleus,InP,12399.0,187,61,118,,,,,,,,,interpositus (intermediate) nucleus,,,,,,,HOMBA:10660,1159.0
1164,HOMBA:12400,InPm,medial interpositus (globose) nucleus,1459,medial interpositus (globose) nucleus,InPM,12400.0,122,63,23,,,,,,,,,,medial interpositus (globose) nucleus,,,,,,HOMBA:12399,1163.0
1165,HOMBA:12401,InPl,lateral interpositus (emboliform) nucleus,1460,lateral interpositus (emboliform) nucleus,InPL,12401.0,154,158,46,,,,,,,,,,lateral interpositus (emboliform) nucleus,,,,,,HOMBA:12399,1163.0
1166,HOMBA:12402,FAS,fastigial (medial) nucleus,398,fastigial (medial) nucleus,Fas,12402.0,60,180,75,,,,,,,,,fastigial (medial) nucleus,,,,,,,HOMBA:10660,1159.0
1167,HOMBA:12404,FASm,"fastigial nucleus, medial division",1461,"fastigial nucleus, medial part",FasM,12404.0,210,245,60,,,,,,,,,,"fastigial nucleus, medial division",,,,,,HOMBA:12402,1166.0
1168,HOMBA:12403,FASl,"fastigial nucleus, lateral division",1462,"fastigial nucleus, lateral part",FasL,12403.0,0,130,200,,,,,,,,,,"fastigial nucleus, lateral division",,,,,,HOMBA:12402,1166.0
1169,HOMBA:267499207,BIcb,basal interstitial nucleus of cerebellum,1463,basal interstitial nucleus of cerebellum,BIcb,267499207.0,240,50,230,,,,,,,,,basal interstitial nucleus of cerebellum,,,,,,,HOMBA:10660,1159.0
1170,HOMBA:10661,Pn,pons,399,pons,Pn,10661.0,29,0,139,,,,,,,pons,,,,,,,,,HOMBA:10655,1101.0
1171,HOMBA:12405,PnBa,basilar part of pons,400,basilar part of pons,PnBa,12405.0,227,145,164,,,,,,,,basilar part of pons,,,,,,,,HOMBA:10661,1170.0
1172,HOMBA:12406,PN,pontine nucleus,401,pontine nucleus,PN,12406.0,210,192,155,,,,,,,,,pontine nucleus,,,,,,,HOMBA:12405,1171.0
1173,HOMBA:12407,PNd,dorsal part of pontine nucleus,1465,dorsal nucleus,PNd,12407.0,128,0,0,,,,,,,,,,dorsal part of pontine nucleus,,,,,,HOMBA:12406,1172.0
1174,HOMBA:12408,PNdl,dorsolateral part of pontine nucleus,1466,dorsolateral nucleus,PNdl,12408.0,0,0,128,,,,,,,,,,dorsolateral part of pontine nucleus,,,,,,HOMBA:12406,1172.0
1175,HOMBA:12409,PNdm,dorsomedial part of pontine nucleus,1467,dorsomedial nucleus,PNdm,12409.0,128,128,128,,,,,,,,,,dorsomedial part of pontine nucleus,,,,,,HOMBA:12406,1172.0
1176,HOMBA:12410,PNl,lateral part of pontine nucleus,1468,lateral nucleus,PNl,12410.0,128,0,0,,,,,,,,,,lateral part of pontine nucleus,,,,,,HOMBA:12406,1172.0
1177,HOMBA:12411,PNm,median part of pontine nucleus,1469,median nucleus,PNm,12411.0,220,190,255,,,,,,,,,,median part of pontine nucleus,,,,,,HOMBA:12406,1172.0
1178,HOMBA:12412,PNpa,paramedian part of pontine nucleus,1470,paramedian nucleus,PNpar,12412.0,0,0,128,,,,,,,,,,paramedian part of pontine nucleus,,,,,,HOMBA:12406,1172.0
1179,HOMBA:12413,PNpd,peduncular part of pontine nucleus,1471,peduncular nucleus,PNped,12413.0,0,128,128,,,,,,,,,,peduncular part of pontine nucleus,,,,,,HOMBA:12406,1172.0
1180,HOMBA:12416,PnTg,pontine tegmentum,402,pontine tegmentum,PnTg,12416.0,77,55,166,,,,,,,,pontine tegmentum,,,,,,,,HOMBA:10661,1170.0
1181,HOMBA:146034964,PnCG,central gray region of pons,1472,central gray of pons,PnCG,146034964.0,245,130,48,,,,,,,,,central gray region of pons,,,,,,,HOMBA:12416,1180.0
1182,HOMBA:12508,DTg,dorsal tegmental nucleus,1473,dorsal tegmental nucleus,DTg,12508.0,210,245,60,,,,,,,,,,dorsal tegmental nucleus,,,,,,HOMBA:146034964,1181.0
1183,HOMBA:12509,DTgC,"dorsal tegmental nucleus, central division",1474,"dorsal tegmental nucleus, central part",DTgC,12509.0,70,240,240,,,,,,,,,,,"dorsal tegmental nucleus, central division",,,,,HOMBA:12508,1182.0
1184,HOMBA:12510,DTgP,"dorsal tegmental nucleus, pericentral division",1475,"dorsal tegmental nucleus, pericentral part",DTgP,12510.0,230,25,75,,,,,,,,,,,"dorsal tegmental nucleus, pericentral division",,,,,HOMBA:12508,1182.0
1185,HOMBA:12286,PDTg,posterodorsal tegmental nucleus,1476,posterodorsal tegmental nucleus,PDTg,12286.0,255,250,200,,,,,,,,,,,posterodorsal tegmental nucleus,,,,,HOMBA:12508,1182.0
1186,HOMBA:12519,LDTg,laterodorsal tegmental nucleus,1477,laterodorsal tegmental nucleus,LDTg,12519.0,60,180,75,,,,,,,,,,laterodorsal tegmental nucleus,,,,,,HOMBA:146034964,1181.0
1187,HOMBA:12520,LDTgD,dorsal division of laterodorsal tegmental nucleus,1478,"laterodorsal tegmental nucleus, dorsal part",LDTgD,12520.0,0,0,128,,,,,,,,,,,dorsal division of laterodorsal tegmental nucleus,,,,,HOMBA:12519,1186.0
1188,HOMBA:12521,LDTgV,ventral division of laterodorsal tegmental nucleus,1479,"laterodorsal tegmental nucleus, ventral part",LDTgV,12521.0,128,128,0,,,,,,,,,,,ventral division of laterodorsal tegmental nucleus,,,,,HOMBA:12519,1186.0
1189,HOMBA:12506,Bar,Barrington's nucleus,1481,Barrington's nucleus,Bar,12506.0,255,250,200,,,,,,,,,,Barrington's nucleus,,,,,,HOMBA:146034964,1181.0
1190,HOMBA:AA30431,SPN,sphenoid nucleus,1482,,,,250,190,212,,,,,,,,,,sphenoid nucleus,,,,,,HOMBA:146034964,1181.0
1191,HOMBA:146034972,NI,nucleus incertus,1483,nucleus incertus,NI,146034972.0,170,110,40,,,,,,,,,,nucleus incertus,,,,,,HOMBA:146034964,1181.0
1192,HOMBA:AA30432,NIM,medial division of nucleus incertus,1484,,,,170,255,195,,,,,,,,,,,medial division of nucleus incertus,,,,,HOMBA:146034972,1191.0
1193,HOMBA:AA30433,NIL,lateral division of nucleus incertus,1485,,,,0,0,128,,,,,,,,,,,lateral division of nucleus incertus,,,,,HOMBA:146034972,1191.0
1194,HOMBA:146034968,PnE,ependyma and subependymal layers of pons,1486,ependyma and subependymal layers of pons,PnE,146034968.0,70,240,240,,,,,,,,,,ependyma and subependymal layers of pons,,,,,,HOMBA:146034964,1181.0
1195,HOMBA:AA30845,PeG,periventricular gray of pons,1487,,,,170,255,195,,,,,,,,,,periventricular gray of pons,,,,,,HOMBA:146034964,1181.0
1196,HOMBA:12499,NC,nucleus coeruleus (locus coeruleus),431,nucleus coeruleus,NC,12499.0,58,106,250,,,,,,,,,,nucleus coeruleus (locus coeruleus),,,,,,HOMBA:146034964,1181.0
1197,HOMBA:12512,EpC,epicoeruleus nucleus,1488,epicoeruleus nucleus,EpC,12512.0,128,0,0,,,,,,,,,,epicoeruleus nucleus,,,,,,HOMBA:146034964,1181.0
1198,HOMBA:12443,Me5pn,"mesencephalic nucleus of trigeminal nerve, pontine part",412,"mesencephalic nucleus of trigeminal nerve, pontine part",Me5-p,12443.0,255,250,200,,,,,,,,,,"mesencephalic nucleus of trigeminal nerve, pontine part",,,,,,HOMBA:146034964,1181.0
1199,HOMBA:12417,PnEN,efferent nuclei of cranial nerves in pons,403,efferent nuclei of cranial nerves in pons,PnEN,12417.0,72,47,47,,,,,,,,,efferent nuclei of cranial nerves in pons,,,,,,,HOMBA:12416,1180.0
1200,HOMBA:12418,6N,abducens nucleus,404,abducens nucleus,6N,12418.0,89,140,56,,,,,,,,,,abducens nucleus,,,,,,HOMBA:12417,1199.0
1201,HOMBA:12662,SGe,supragenual nucleus,1489,supragenual nucleus,SGe,12662.0,128,128,0,,,,,,,,,,supragenual nucleus,,,,,,HOMBA:12417,1199.0
1202,HOMBA:12420,7N,facial nucleus,406,facial nucleus,7N,12420.0,75,248,204,,,,,,,,,,facial nucleus,,,,,,HOMBA:12417,1199.0
1203,HOMBA:12421,7D,"facial nucleus, dorsal subnucleus",1490,"facial nucleus, dorsal subnucleus",7D,12421.0,220,190,255,,,,,,,,,,,"facial nucleus, dorsal subnucleus",,,,,HOMBA:12420,1202.0
1204,HOMBA:AA30434,7DI,"facial nucleus, dorsointermediate subnucleus",1491,,,,145,30,180,,,,,,,,,,,"facial nucleus, dorsointermediate subnucleus",,,,,HOMBA:12420,1202.0
1205,HOMBA:AA30435,7DM,"facial nucleus, dorsomedial subnucleus",1492,,,,128,128,128,,,,,,,,,,,"facial nucleus, dorsomedial subnucleus",,,,,HOMBA:12420,1202.0
1206,HOMBA:AA30436,7I,"facial nucleus, intermediate subnucleus",1493,,,,220,190,255,,,,,,,,,,,"facial nucleus, intermediate subnucleus",,,,,HOMBA:12420,1202.0
1207,HOMBA:AA30437,7L,"facial nucleus, lateral subnucleus",1494,,,,70,240,240,,,,,,,,,,,"facial nucleus, lateral subnucleus",,,,,HOMBA:12420,1202.0
1208,HOMBA:12422,7VI,"facial nucleus, ventrointermediate subnucleus",1495,"facial nucleus, ventrointermediate subnucleus",7VI,12422.0,170,110,40,,,,,,,,,,,"facial nucleus, ventrointermediate subnucleus",,,,,HOMBA:12420,1202.0
1209,HOMBA:12424,7VM,"facial nucleus, ventromedial subnucleus",1496,"facial nucleus, ventromedial subnucleus",7VM,12424.0,0,128,128,,,,,,,,,,,"facial nucleus, ventromedial subnucleus",,,,,HOMBA:12420,1202.0
1210,HOMBA:15554,7SH,"facial nucleus, stylohyoid subnucleus",1497,"facial nucleus,stylohyoid part",7SH,15554.0,255,215,180,,,,,,,,,,,"facial nucleus, stylohyoid subnucleus",,,,,HOMBA:12420,1202.0
1211,HOMBA:12427,7VL,"facial nucleus, ventrolateral subnucleus",1498,"facial nucleus, ventrolateral subnucleus",7VL,12427.0,170,110,40,,,,,,,,,,,"facial nucleus, ventrolateral subnucleus",,,,,HOMBA:12420,1202.0
1212,HOMBA:12425,PF7,perifacial zone,1499,perifacial zone,PF7,12425.0,255,250,200,,,,,,,,,,,perifacial zone,,,,,HOMBA:12420,1202.0
1213,HOMBA:12428,Lac,lacrimal nucleus,407,lacrimal nucleus,Lac,12428.0,175,82,232,,,,,,,,,,lacrimal nucleus,,,,,,HOMBA:12417,1199.0
1214,HOMBA:12435,SSV,superior salivatory nucleus,409,superior salivatory nucleus,SuSV,12435.0,60,180,75,,,,,,,,,,superior salivatory nucleus,,,,,,HOMBA:12417,1199.0
1215,HOMBA:AA30856,PnLC,lateral cell groups of pons,1500,,,,210,245,60,,,,,,,,,lateral cell groups of pons,,,,,,,HOMBA:12416,1180.0
1216,HOMBA:12429,5N,"motor nucleus of trigeminal nerve (motor trigeminal nucleus, Mo5)",408,motor nucleus of trigeminal nerve,Mo5,12429.0,255,250,200,,,,,,,,,,"motor nucleus of trigeminal nerve (motor trigeminal nucleus, Mo5)",,,,,,HOMBA:AA30856,1215.0
1217,HOMBA:12430,5Npt,"motor nucleus of trigeminal nerve, pterygoid subnucleus",1501,"motor nucleus of trigeminal nerve, lateral pterygoid part",Mo5lpt,12430.0,255,215,180,,,,,,,,,,,"motor nucleus of trigeminal nerve, pterygoid subnucleus",,,,,HOMBA:12429,1216.0
1218,HOMBA:12431,5Nma,"motor nucleus of trigeminal nerve, masseter subnucleus",1502,"motor nucleus of trigeminal nerve, masseter part",Mo5ma,12431.0,128,128,0,,,,,,,,,,,"motor nucleus of trigeminal nerve, masseter subnucleus",,,,,HOMBA:12429,1216.0
1219,HOMBA:12432,5Npc,"motor nucleus of trigeminal nerve, parvicellular subnucleus",1503,"motor nucleus of trigeminal nerve, medial pterygoid part",Mo5mpt,12432.0,240,50,230,,,,,,,,,,,"motor nucleus of trigeminal nerve, parvicellular subnucleus",,,,,HOMBA:12429,1216.0
1220,HOMBA:12433,5Nmy,"motor nucleus of trigeminal nerve, mylohyoid subnucleus",1504,"motor nucleus of trigeminal nerve, mylohyoid part",Mo5my,12433.0,255,225,25,,,,,,,,,,,"motor nucleus of trigeminal nerve, mylohyoid subnucleus",,,,,HOMBA:12429,1216.0
1221,HOMBA:12434,5Nte,"motor nucleus of trigeminal nerve, temporalis subnucleus",1505,"motor nucleus of trigeminal nerve, temporalis part",Mo5te,12434.0,128,128,128,,,,,,,,,,,"motor nucleus of trigeminal nerve, temporalis subnucleus",,,,,HOMBA:12429,1216.0
1222,HOMBA:AA30438,5Nrd,"motor nucleus of trigeminal nerve, rostral digastric subnucleus",1506,,,,255,215,180,,,,,,,,,,,"motor nucleus of trigeminal nerve, rostral digastric subnucleus",,,,,HOMBA:12429,1216.0
1223,HOMBA:12436,PnAN,afferent nuclei of cranial nerves in pons,410,afferent nuclei of cranial nerves in pons,PnAN,12436.0,126,129,233,,,,,,,,,,afferent nuclei of cranial nerves in pons,,,,,,HOMBA:AA30856,1215.0
1224,HOMBA:12437,8Co,cochlear nuclei,411,cochlear nuclei,8Co,12437.0,51,235,47,,,,,,,,,,,cochlear nuclei,,,,,HOMBA:12436,1223.0
1225,HOMBA:12438,DCo,dorsal cochlear nucleus,1507,dorsal cochlear nucleus,DCo,12438.0,250,190,212,,,,,,,,,,,,dorsal cochlear nucleus,,,,HOMBA:12437,1224.0
1226,HOMBA:12442,GrCo,granular cell layer of cochlear nuclei,1508,granular cell layer of cochlear nuclei,GrCo,12442.0,70,240,240,,,,,,,,,,,,granular cell layer of cochlear nuclei,,,,HOMBA:12437,1224.0
1227,HOMBA:12439,VCo,ventral cochlear nucleus,1509,ventral cochlear nucleus,VCo,12439.0,70,240,240,,,,,,,,,,,,ventral cochlear nucleus,,,,HOMBA:12437,1224.0
1228,HOMBA:12440,VCoR,"ventral cochlear nucleus, rostral division",1510,"ventral cochlear nucleus, rostral part",VCoR,12440.0,210,245,60,,,,,,,,,,,,,"ventral cochlear nucleus, rostral division",,,HOMBA:12439,1227.0
1229,HOMBA:12441,VCoC,"ventral cochlear nucleus, caudal division",1511,"ventral cochlear nucleus, caudal part",VCoC,12441.0,145,30,180,,,,,,,,,,,,,"ventral cochlear nucleus, caudal division",,,HOMBA:12439,1227.0
1230,HOMBA:12444,Pr5,principal sensory nucleus of trigeminal nerve,413,principal sensory nucleus of trigeminal nerve,Pr5,12444.0,153,215,10,,,,,,,,,,,principal sensory nucleus of trigeminal nerve,,,,,HOMBA:12436,1223.0
1231,HOMBA:12445,Pr5dm,dorsomedial nucleus of Pr5,1512,dorsomedial nucleus of Pr5,Pr5dm,12445.0,0,128,128,,,,,,,,,,,,dorsomedial nucleus of Pr5,,,,HOMBA:12444,1230.0
1232,HOMBA:12446,Pr5vl,ventrolateral nucleus of Pr5,1513,ventrolateral nucleus of Pr5,Pr5vl,12446.0,170,255,195,,,,,,,,,,,,ventrolateral nucleus of Pr5,,,,HOMBA:12444,1230.0
1233,HOMBA:12447,Sp5r,"spinal nucleus of trigeminal nerve, rostral subnucleus",414,"spinal nucleus of trigeminal nerve, oral subnucleus",Sp5o,12447.0,245,130,48,,,,,,,,,,,"spinal nucleus of trigeminal nerve, rostral subnucleus",,,,,HOMBA:12436,1223.0
1234,HOMBA:12448,8Vepn,vestibular nuclei in pons,415,vestibular nuclei in pons,8Ve-p,12448.0,255,225,25,,,,,,,,,,,vestibular nuclei in pons,,,,,HOMBA:12436,1223.0
1235,HOMBA:12449,VeL,lateral vestibular nucleus,1514,lateral vestibular nucleus,LVe,12449.0,240,50,230,,,,,,,,,,,,lateral vestibular nucleus,,,,HOMBA:12448,1234.0
1236,HOMBA:12450,VeLmc,"lateral vestibular nucleus, magnocellular division",1515,"lateral vestibular nucleus, magnocellular part",LVeMC,12450.0,220,190,255,,,,,,,,,,,,,"lateral vestibular nucleus, magnocellular division",,,HOMBA:12449,1235.0
1237,HOMBA:12451,VeLpc,"lateral vestibular nucleus, parvicellular division",1516,"lateral vestibular nucleus, parvicellular part",LVePC,12451.0,220,190,255,,,,,,,,,,,,,"lateral vestibular nucleus, parvicellular division",,,HOMBA:12449,1235.0
1238,HOMBA:12452,VeS,superior vestibular nucleus,1517,superior vestibular nucleus,SuVe,12452.0,170,110,40,,,,,,,,,,,,superior vestibular nucleus,,,,HOMBA:12448,1234.0
1239,HOMBA:12454,NLL,nuclei of lateral lemniscus,418,nuclei of lateral lemniscus,LLN,12454.0,128,0,0,,,,,,,,,,,nuclei of lateral lemniscus,,,,,HOMBA:12436,1223.0
1240,HOMBA:12455,DLL,dorsal nucleus of lateral lemniscus,1518,dorsal nucleus of lateral lemniscus,DLL,12455.0,220,190,255,,,,,,,,,,,,dorsal nucleus of lateral lemniscus,,,,HOMBA:12454,1239.0
1241,HOMBA:12456,ILL,intermediate nucleus of lateral lemniscus,1519,intermediate nucleus of lateral lemniscus,ILL,12456.0,220,190,255,,,,,,,,,,,,intermediate nucleus of lateral lemniscus,,,,HOMBA:12454,1239.0
1242,HOMBA:12457,VLL,ventral nucleus of lateral lemniscus,1520,ventral nucleus of lateral lemniscus,VLL,12457.0,245,130,48,,,,,,,,,,,,ventral nucleus of lateral lemniscus,,,,HOMBA:12454,1239.0
1243,HOMBA:12481,PB,parabrachial nuclei,424,parabrachial nuclei,PB,12481.0,152,18,66,,,,,,,,,,parabrachial nuclei,,,,,,HOMBA:AA30856,1215.0
1244,HOMBA:12482,LPB,lateral parabrachial nucleus,425,lateral parabrachial nucleus,LPB,12482.0,246,186,215,,,,,,,,,,,lateral parabrachial nucleus,,,,,HOMBA:12481,1243.0
1245,HOMBA:12483,LPBce,"lateral parabrachial nucleus, central division",1522,"lateral parabrachial nucleus, central part",LPBc,12483.0,245,130,48,,,,,,,,,,,,"lateral parabrachial nucleus, central division",,,,HOMBA:12482,1244.0
1246,HOMBA:12484,LPBd,"lateral parabrachial nucleus, dorsal division",1523,"lateral parabrachial nucleus, dorsal part",LPBd,12484.0,170,110,40,,,,,,,,,,,,"lateral parabrachial nucleus, dorsal division",,,,HOMBA:12482,1244.0
1247,HOMBA:12485,LPBe,"lateral parabrachial nucleus, external division",1524,"lateral parabrachial nucleus, external part",LPBe,12485.0,0,128,128,,,,,,,,,,,,"lateral parabrachial nucleus, external division",,,,HOMBA:12482,1244.0
1248,HOMBA:12486,LPBs,"lateral parabrachial nucleus, superior division",1525,"lateral parabrachial nucleus, superior part",LPBs,12486.0,145,30,180,,,,,,,,,,,,"lateral parabrachial nucleus, superior division",,,,HOMBA:12482,1244.0
1249,HOMBA:12487,MPB,medial parabrachial nucleus,426,medial parabrachial nucleus,MPB,12487.0,70,215,186,,,,,,,,,,,medial parabrachial nucleus,,,,,HOMBA:12481,1243.0
1250,HOMBA:12488,MPBe,"medial parabrachial nucleus, external division",1526,"medial parabrachial nucleus, external part",MPBe,12488.0,245,130,48,,,,,,,,,,,,"medial parabrachial nucleus, external division",,,,HOMBA:12487,1249.0
1251,HOMBA:12489,MPBm,"medial parabrachial nucleus, medial division",1527,"medial parabrachial nucleus, medial part",MPBm,12489.0,145,30,180,,,,,,,,,,,,"medial parabrachial nucleus, medial division",,,,HOMBA:12487,1249.0
1252,HOMBA:AA30439,PnLCx,other nuclei in lateral cell groups of pons,1528,,,,250,190,212,,,,,,,,,,other nuclei in lateral cell groups of pons,,,,,,HOMBA:AA30856,1215.0
1253,HOMBA:12513,PnG,pontine gamma nucleus,1529,pontine gamma nucleus,PnG,12513.0,0,0,128,,,,,,,,,,,pontine gamma nucleus,,,,,HOMBA:AA30439,1252.0
1254,HOMBA:12518,KF,Koelliker-Fuse nucleus,1530,Koelliker-Fuse nucleus,KF,12518.0,170,255,195,,,,,,,,,,,Koelliker-Fuse nucleus,,,,,HOMBA:AA30439,1252.0
1255,HOMBA:12516,I5,intertrigeminal nucleus,1531,intertrigeminal nucleus,I5,12516.0,220,190,255,,,,,,,,,,,intertrigeminal nucleus,,,,,HOMBA:AA30439,1252.0
1256,HOMBA:12529,P5,peritrigeminal zone,1532,peritrigeminal zone,P5,12529.0,0,0,128,,,,,,,,,,,peritrigeminal zone,,,,,HOMBA:AA30439,1252.0
1257,HOMBA:AA30440,Su5,supratrigeminal nucleus,1533,,,,245,130,48,,,,,,,,,,,supratrigeminal nucleus,,,,,HOMBA:AA30439,1252.0
1258,HOMBA:AA30844,NA7,A7 noradrenaline cell group,1534,,,,230,25,75,,,,,,,,,,,A7 noradrenaline cell group,,,,,HOMBA:AA30439,1252.0
1259,HOMBA:12524,Pa6,paraabducens nucleus,1535,paraabducens nucleus,Pa6,12524.0,250,190,212,,,,,,,,,,,paraabducens nucleus,,,,,HOMBA:AA30439,1252.0
1260,HOMBA:AA30441,PnVe,ventral cell groups in pontine tegmentum,1536,,,,230,25,75,,,,,,,,,ventral cell groups in pontine tegmentum,,,,,,,HOMBA:12416,1180.0
1261,HOMBA:12458,TrZ,nucleus of trapezoid body,419,nucleus of trapezoid body,TrZ,12458.0,93,4,18,,,,,,,,,,nucleus of trapezoid body,,,,,,HOMBA:AA30441,1260.0
1262,HOMBA:12459,TrZl,lateral nucleus of trapezoid body,1537,lateral nucleus of trapezoid body,TrZl,12459.0,0,130,200,,,,,,,,,,,lateral nucleus of trapezoid body,,,,,HOMBA:12458,1261.0
1263,HOMBA:12460,TrZm,medial nucleus of trapezoid body,1538,medial nucleus of trapezoid body,TrZm,12460.0,0,130,200,,,,,,,,,,,medial nucleus of trapezoid body,,,,,HOMBA:12458,1261.0
1264,HOMBA:12461,TrZv,ventral nucleus of trapezoid body,1539,ventral nucleus of trapezoid body,TrZv,12461.0,240,50,230,,,,,,,,,,,ventral nucleus of trapezoid body,,,,,HOMBA:12458,1261.0
1265,HOMBA:12462,SOC,superior olivary complex,420,superior olivary complex,SOC,12462.0,179,137,50,,,,,,,,,,superior olivary complex,,,,,,HOMBA:AA30441,1260.0
1266,HOMBA:12464,POI,periolivary nuclei,1540,periolivary nuclei,POI,12464.0,230,25,75,,,,,,,,,,,periolivary nuclei,,,,,HOMBA:12462,1265.0
1267,HOMBA:12465,LPOI,lateral periolivary nucleus,1541,lateral periolivary nucleus,LPOI,12465.0,145,30,180,,,,,,,,,,,,lateral periolivary nucleus,,,,HOMBA:12464,1266.0
1268,HOMBA:12466,MPOI,medial periolivary nucleus,1542,medial periolivary nucleus,MPOI,12466.0,0,0,128,,,,,,,,,,,,medial periolivary nucleus,,,,HOMBA:12464,1266.0
1269,HOMBA:12467,RO,retro-olivary cell group,1543,retro-olivary cell group,RO,12467.0,255,250,200,,,,,,,,,,,retro-olivary cell group,,,,,HOMBA:12462,1265.0
1270,HOMBA:12468,SON,superior olivary nucleus,2473,superior olivary nucleus,SOI,12468.0,170,255,195,,,,,,,,,,,superior olivary nucleus,,,,,HOMBA:12462,1265.0
1271,HOMBA:12469,LSO,lateral superior olivary nucleus,1545,lateral superior olivary nucleus,LSO,12469.0,170,255,195,,,,,,,,,,,,lateral superior olivary nucleus,,,,HOMBA:12468,1270.0
1272,HOMBA:12470,MSO,medial superior olivary nucleus,1546,medial superior olive,MSO,12470.0,170,110,40,,,,,,,,,,,,medial superior olivary nucleus,,,,HOMBA:12468,1270.0
1273,HOMBA:12463,SPO,superior paraolivary nucleus,1547,superior paraolivary nucleus,SPO,12463.0,240,50,230,,,,,,,,,,,superior paraolivary nucleus,,,,,HOMBA:12462,1265.0
