record_id,structure_name,fullname,species,paper,n_mentions,n_papers,region_class,decision_stage,flash_a_label,flash_b_label,flash_c_label,flash_agreement,flash_vote_split,pro_a_label,pro_b_label,pro_c_label,pro_agreement,pro_vote_split,final_certainty,final_confidence,final_reason,flash_a_reason,flash_b_reason,flash_c_reason,pro_a_reason,pro_b_reason,pro_c_reason
3396,anesthesia-induced frontal alpha network,,Human,PM36897972,1,1,other,flash,other,other,cortical,2/3,2-1,,,,,,medium,0.75,"Functional network description, not a specific anatomical region. | Functional network name, not a discrete anatomical brain region. | Refers to frontal alpha network, likely cortical activity; not a canonical region name.","Functional network description, not a specific anatomical region.","Functional network name, not a discrete anatomical brain region.","Refers to frontal alpha network, likely cortical activity; not a canonical region name.",,,
3397,ANG,angular gyrus,Human,PM32424290,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,Angular gyrus is a cortical gyrus in parietal lobe. | Angular gyrus is part of the cerebral cortex (parietal lobe). | Angular gyrus is a cortical gyrus in parietal lobe.,Angular gyrus is a cortical gyrus in parietal lobe.,Angular gyrus is part of the cerebral cortex (parietal lobe).,Angular gyrus is a cortical gyrus in parietal lobe.,,,
3398,ankle extensors,ankle extensors,,PM38076820,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9667,"Ankle extensors are muscles, not a brain region. | Muscles (ankle extensors), not a neural structure. | Ankle extensors are muscles, not a brain region.","Ankle extensors are muscles, not a brain region.","Muscles (ankle extensors), not a neural structure.","Ankle extensors are muscles, not a brain region.",,,
3399,ankle flexor sensory afferents,ankle flexor sensory afferents,,PM38076820,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9667,"Peripheral sensory afferents, not CNS. | Peripheral sensory afferents, not CNS. | Ankle flexor sensory afferents are peripheral nerves, not CNS.","Peripheral sensory afferents, not CNS.","Peripheral sensory afferents, not CNS.","Ankle flexor sensory afferents are peripheral nerves, not CNS.",,,
3400,antagonistic proprioceptive afferents,antagonistic proprioceptive afferents,Mouse,PM36695533,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9667,"Peripheral proprioceptive afferents, not a brain region. | Proprioceptive afferents, peripheral nervous system. | Antagonistic proprioceptive afferents are peripheral afferents, not a brain region.","Peripheral proprioceptive afferents, not a brain region.","Proprioceptive afferents, peripheral nervous system.","Antagonistic proprioceptive afferents are peripheral afferents, not a brain region.",,,
3401,antenna cells,antenna cells,Mouse,PM36000342,1,1,other,flash,other,other,other,3/3,3-0,,,,,,medium,0.5333,Unclear; likely not a standard mammalian brain region. | Unclear term; not a standard mammalian brain region. Likely non-neural or peripheral. | Antenna cells not a standard mammalian brain region; likely non-neural or peripheral.,Unclear; likely not a standard mammalian brain region.,Unclear term; not a standard mammalian brain region. Likely non-neural or peripheral.,Antenna cells not a standard mammalian brain region; likely non-neural or peripheral.,,,
3402,antenna cells of the deep dorsal horn,antenna cells of the deep dorsal horn,,PM42398504,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.95,"Spinal cord dorsal horn cells, part of CNS but non-cortical. | Dorsal horn is part of spinal cord gray matter, which is subcortical. | Spinal cord dorsal horn cell type; spinal cord is subcortical.","Spinal cord dorsal horn cells, part of CNS but non-cortical.","Dorsal horn is part of spinal cord gray matter, which is subcortical.",Spinal cord dorsal horn cell type; spinal cord is subcortical.,,,
3403,antenno-suboesophageal tract,,,PM33199810,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9333,"Fiber tract likely from insect anatomy, not mammalian brain region. | 'Tract' indicates a white-matter fiber pathway, not a gray-matter region. | Non-mammalian insect tract name (antennal, suboesophageal).","Fiber tract likely from insect anatomy, not mammalian brain region.","'Tract' indicates a white-matter fiber pathway, not a gray-matter region.","Non-mammalian insect tract name (antennal, suboesophageal).",,,
3404,anterior and inferior pulvinar complex,anterior and inferior pulvinar complex,Human,PM40288703,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.96,"Pulvinar is part of thalamus, subcortical. | Pulvinar is a thalamic nucleus, clearly subcortical. | Pulvinar complex is part of thalamus; subcortical.","Pulvinar is part of thalamus, subcortical.","Pulvinar is a thalamic nucleus, clearly subcortical.",Pulvinar complex is part of thalamus; subcortical.,,,
3405,anterior and lateral thalamus,,,PM39814996,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.96,"Thalamus, clearly subcortical. | Thalamus is a subcortical structure. | Thalamus is a subcortical structure.","Thalamus, clearly subcortical.",Thalamus is a subcortical structure.,Thalamus is a subcortical structure.,,,
3406,anterior and posterior thalamic nuclear groups,,,PM35354345,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.96,"Thalamic nuclear groups, subcortical. | Thalamic nuclear groups are subcortical. | Thalamic nuclear groups are subcortical.","Thalamic nuclear groups, subcortical.",Thalamic nuclear groups are subcortical.,Thalamic nuclear groups are subcortical.,,,
3407,anterior ATN,anterior anterior thalamic nucleus,Mouse,PM37461601,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.96,"Anterior thalamic nucleus, subcortical. | Anterior thalamic nucleus (ATN) is subcortical; fullname confirms. | Anterior thalamic nucleus is subcortical.","Anterior thalamic nucleus, subcortical.",Anterior thalamic nucleus (ATN) is subcortical; fullname confirms.,Anterior thalamic nucleus is subcortical.,,,
3408,anterior BNST,anterior bed nucleus of the stria terminalis,,PM40484173,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"BNST is a subcortical nucleus in the basal forebrain. | BNST is the bed nucleus of the stria terminalis, a subcortical nucleus of the extended amygdala. | BNST is part of extended amygdala, a subcortical structure.",BNST is a subcortical nucleus in the basal forebrain.,"BNST is the bed nucleus of the stria terminalis, a subcortical nucleus of the extended amygdala.","BNST is part of extended amygdala, a subcortical structure.",,,
3409,anterior caudate and posterior anterior striatum,anterior caudate and putamen,Macaque,PM39322095,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,"Caudate and putamen are subcortical striatal structures. | Caudate and putamen are parts of the striatum, a subcortical basal ganglia structure. | Caudate and putamen are basal ganglia nuclei, subcortical.",Caudate and putamen are subcortical striatal structures.,"Caudate and putamen are parts of the striatum, a subcortical basal ganglia structure.","Caudate and putamen are basal ganglia nuclei, subcortical.",,,
3410,anterior central gyrus,anterior central gyrus,,PM41211046,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9,"Anterior central gyrus is the precentral gyrus, a cortical motor area. | Anterior central gyrus refers to the precentral gyrus, which is motor cortex (cortical). | Central gyrus is part of the cerebral cortex.","Anterior central gyrus is the precentral gyrus, a cortical motor area.","Anterior central gyrus refers to the precentral gyrus, which is motor cortex (cortical).",Central gyrus is part of the cerebral cortex.,,,
3411,anterior cerebellum,anterior cerebellum,Human,PM39867412,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.9667,Cerebellum is a subcortical structure. | Cerebellum (including anterior part) is subcortical per task guidelines. | Cerebellum is subcortical (cerebellar cortex included).,Cerebellum is a subcortical structure.,Cerebellum (including anterior part) is subcortical per task guidelines.,Cerebellum is subcortical (cerebellar cortex included).,,,
3412,anterior cingulate gyrus,anterior cingulate gyrus,Human,PM34766648,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,"Anterior cingulate gyrus is a cortical region of the cingulate cortex. | Anterior cingulate gyrus is part of the cingulate cortex, a cortical region. | Anterior cingulate gyrus is part of the cerebral cortex.",Anterior cingulate gyrus is a cortical region of the cingulate cortex.,"Anterior cingulate gyrus is part of the cingulate cortex, a cortical region.",Anterior cingulate gyrus is part of the cerebral cortex.,,,
3413,anterior cingulate/prelimbic cortex,anterior cingulate/prelimbic cortex,,PM35645738,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9667,Anterior cingulate and prelimbic cortex are cortical regions. | Anterior cingulate and prelimbic cortex are both cortical areas. | Anterior cingulate and prelimbic cortex are cortical areas.,Anterior cingulate and prelimbic cortex are cortical regions.,Anterior cingulate and prelimbic cortex are both cortical areas.,Anterior cingulate and prelimbic cortex are cortical areas.,,,
3414,anterior cingulum and middle cingulum,,,PM33061917,1,1,other,flash,cortical,other,other,2/3,2-1,,,,,,medium,0.7833,"Anterior/middle cingulum likely refer to cingulate cortex, but term can also denote white matter tract. | Cingulum typically refers to white-matter tract, not gray matter; ambiguous but likely fiber bundle. | 'Cingulum' is a white matter tract, not cortex.","Anterior/middle cingulum likely refer to cingulate cortex, but term can also denote white matter tract.","Cingulum typically refers to white-matter tract, not gray matter; ambiguous but likely fiber bundle.","'Cingulum' is a white matter tract, not cortex.",,,
3415,anterior corpus callosum,,Human,PM35347401,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.95,"Corpus callosum is a white-matter tract, non-cortical and non-subcortical gray. | Corpus callosum is a white-matter tract. | Corpus callosum is a white matter tract.","Corpus callosum is a white-matter tract, non-cortical and non-subcortical gray.",Corpus callosum is a white-matter tract.,Corpus callosum is a white matter tract.,,,
3416,anterior deltoid muscle,anterior deltoid muscle,Human,PM41688540,1,1,other,flash,other,other,other,3/3,3-0,,,,,,high,0.9667,Deltoid muscle is non-neural tissue. | Muscle is non-neural tissue. | Deltoid muscle is non-neural tissue.,Deltoid muscle is non-neural tissue.,Muscle is non-neural tissue.,Deltoid muscle is non-neural tissue.,,,
3417,anterior dorsal thalamus,,,PM40579424,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.95,Thalamus is a subcortical gray-matter structure. | Thalamus is a subcortical structure. | Thalamus is a subcortical structure.,Thalamus is a subcortical gray-matter structure.,Thalamus is a subcortical structure.,Thalamus is a subcortical structure.,,,
3418,anterior hippocampus,anterior hippocampus,Human,PM33830508,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.95,"Hippocampus is part of hippocampal formation, classified as subcortical for this task. | Hippocampus is part of hippocampal formation, classified as subcortical. | Hippocampus is part of hippocampal formation, classified subcortical.","Hippocampus is part of hippocampal formation, classified as subcortical for this task.","Hippocampus is part of hippocampal formation, classified as subcortical.","Hippocampus is part of hippocampal formation, classified subcortical.",,,
3419,anterior horn of L2–L4 spinal cord,anterior horn of L2–L4 spinal cord,Mouse,PM37506317,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.95,Spinal cord is subcortical (CNS gray matter). | Spinal cord gray matter (anterior horn) is subcortical. | Spinal cord gray matter is subcortical.,Spinal cord is subcortical (CNS gray matter).,Spinal cord gray matter (anterior horn) is subcortical.,Spinal cord gray matter is subcortical.,,,
3420,anterior insula and cingulate,,Human,PM42327089,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.95,Both anterior insula and cingulate are cortical regions. | Both anterior insula (insular cortex) and cingulate (cingulate cortex) are cortical regions. | Anterior insula and cingulate are both cortical regions.,Both anterior insula and cingulate are cortical regions.,Both anterior insula (insular cortex) and cingulate (cingulate cortex) are cortical regions.,Anterior insula and cingulate are both cortical regions.,,,
3421,anterior insular,anterior insular cortex,Human,PM36126672,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9767,"Fullname 'anterior insular cortex' explicitly indicates cortex. | Fullname specifies anterior insular cortex, a cortical region. | Fullname identifies anterior insular cortex, a cortical region.",Fullname 'anterior insular cortex' explicitly indicates cortex.,"Fullname specifies anterior insular cortex, a cortical region.","Fullname identifies anterior insular cortex, a cortical region.",,,
3422,anterior insular cortex,,,PM36230940,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9767,"'Anterior insular cortex' is part of cerebral cortex. | Anterior insular cortex is part of insular cortex, hence cortical. | Anterior insular cortex is part of cerebral cortex.",'Anterior insular cortex' is part of cerebral cortex.,"Anterior insular cortex is part of insular cortex, hence cortical.",Anterior insular cortex is part of cerebral cortex.,,,
3423,anterior interposed nucleus,anterior interposed nucleus,,PM37000205,1,1,subcortical,flash,subcortical,subcortical,subcortical,3/3,3-0,,,,,,high,0.95,"Anterior interposed nucleus is a deep cerebellar nucleus, subcortical. | Anterior interposed nucleus is a cerebellar deep nucleus, classified as subcortical. | Anterior interposed nucleus is a deep cerebellar nucleus, subcortical.","Anterior interposed nucleus is a deep cerebellar nucleus, subcortical.","Anterior interposed nucleus is a cerebellar deep nucleus, classified as subcortical.","Anterior interposed nucleus is a deep cerebellar nucleus, subcortical.",,,
3424,anterior isocortex,,,PM36968064,1,1,cortical,flash,cortical,cortical,cortical,3/3,3-0,,,,,,high,0.9767,"Isocortex is neocortex, thus cortical. | Anterior isocortex refers to neocortex, a cortical region. | Isocortex is neocortex, part of cerebral cortex.","Isocortex is neocortex, thus cortical.","Anterior isocortex refers to neocortex, a cortical region.","Isocortex is neocortex, part of cerebral cortex.",,,
