record_id,structure_name,fullname,species,paper,n_mentions,n_papers,region_class,decision_stage,final_certainty,final_confidence,final_reason,seed_old_label,flash_a_label,flash_b_label,flash_c_label,flash_agreement,flash_vote_split,pro_a_label,pro_b_label,pro_c_label,pro_agreement,pro_vote_split,flash_a_reason,flash_b_reason,flash_c_reason,pro_a_reason,pro_b_reason,pro_c_reason
3702,calyces,,,PM32949023,1,1,other,flash,medium,0.5333,"Calyces likely refer to calyx of Held (synaptic terminal), not a gray matter brain region. | Calyces likely refers to calyx of Held, a synaptic structure, not a gray matter region. | No clear brain region; 'calyces' typically non-neural (renal) or ambiguous.",ambiguous,other,other,other,3/3,3-0,,,,,,"Calyces likely refer to calyx of Held (synaptic terminal), not a gray matter brain region.","Calyces likely refers to calyx of Held, a synaptic structure, not a gray matter region.",No clear brain region; 'calyces' typically non-neural (renal) or ambiguous.,,,
3703,calycigenic axons,,Rat,PM33439501,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3704,canonical efferent motor pathway targets,canonical efferent motor pathway targets,Mouse,PM42199138,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3705,cardiac ganglionated plexuses at base of right pulmonary veins,cardiac ganglionated plexuses,Mouse,PM35650438,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3706,cardiac sensory neurons,cardiac sensory neurons,Mouse,PM35060414,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3707,carotid body,carotid body,Mouse,PM36750092,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3708,Carotid sinus nerve,Carotid sinus nerve,Rat,PM36321700,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3709,CART-Cre+ RGCs,CART-Cre+ retinal ganglion cells,Mouse,PM35793680,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3710,cartwheel cells,cartwheel cells,Mouse,PM37055006,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3711,Cast CN,,,PM32949023,1,1,ambiguous,flash,medium,0.3667,"Abbreviation 'Cast CN' is obscure; no fullname provided. | Unclear abbreviation; Cast CN could refer to caudate nucleus or cochlear nucleus, conflicting expansions. | Acronym 'Cast CN' uninterpretable; ambiguous whether caudate nucleus or other.",ambiguous,ambiguous,ambiguous,ambiguous,3/3,3-0,,,,,,Abbreviation 'Cast CN' is obscure; no fullname provided.,"Unclear abbreviation; Cast CN could refer to caudate nucleus or cochlear nucleus, conflicting expansions.",Acronym 'Cast CN' uninterpretable; ambiguous whether caudate nucleus or other.,,,
3712,caudal caudate and ventral putamen,,,PM41350413,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3713,caudal cingulate zone,caudal cingulate zone,,PM35787428,1,1,non_neocortex,flash,medium,0.6667,"Cingulate zone is borderline but caudal cingulate is typically considered neocortex. | Caudal cingulate zone is limbic mesocortex, typically not classified as neocortex. | Caudal cingulate zone is mesocortical/limbic, not typical isocortex.",cortical,neocortex,non_neocortex,non_neocortex,2/3,2-1,,,,,,Cingulate zone is borderline but caudal cingulate is typically considered neocortex.,"Caudal cingulate zone is limbic mesocortex, typically not classified as neocortex.","Caudal cingulate zone is mesocortical/limbic, not typical isocortex.",,,
3714,caudal cortex,caudal (visual and auditory) cortex,Mouse,PM37025843,1,1,neocortex,flash,high,0.9167,"Fullname specifies visual and auditory cortex, which are neocortical. | Caudal visual and auditory cortex are neocortical. | Caudal (visual and auditory) cortex is neocortical isocortex.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,"Fullname specifies visual and auditory cortex, which are neocortical.",Caudal visual and auditory cortex are neocortical.,Caudal (visual and auditory) cortex is neocortical isocortex.,,,
3715,caudal entorhinal cortex,caudal entorhinal cortex,,PM32656783,1,1,non_neocortex,seed_keyword,high,1.0,seed: cortical + keyword 'entorhinal' → non_neocortex,cortical,,,,,,,,,,,,,,,,
3716,caudal GP,globus pallidus,Mouse,PM35185482,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3717,caudal horizontal saccade area of the superior colliculus,caudal horizontal saccade area of the superior colliculus,Cat,PM37968118,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3718,caudal Ins cortex,caudal insular cortex,,PM42101519,1,1,non_neocortex,flash,medium,0.65,"Insular cortex is borderline but commonly classified as neocortex. | Insular cortex is mesocortical/paralimbic, not typical isocortex. | Caudal insular cortex is mesocortical/transitional, not typical isocortex.",cortical,neocortex,non_neocortex,non_neocortex,2/3,2-1,,,,,,Insular cortex is borderline but commonly classified as neocortex.,"Insular cortex is mesocortical/paralimbic, not typical isocortex.","Caudal insular cortex is mesocortical/transitional, not typical isocortex.",,,
3719,caudal intralaminar nuclei,caudal intralaminar nuclei,,PM38601798,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3720,caudal L4 Cx,caudal cortical area projecting to the fourth lumbar cord segment,,PM35292976,1,1,neocortex,flash,high,0.8667,"Fullname indicates a cortical area projecting to spinal cord, clearly neocortex. | Cortical area projecting to spinal cord is likely motor cortex, neocortex. | Caudal cortical area projecting to spinal cord (L4) is neocortical motor/sensory cortex.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,"Fullname indicates a cortical area projecting to spinal cord, clearly neocortex.","Cortical area projecting to spinal cord is likely motor cortex, neocortex.",Caudal cortical area projecting to spinal cord (L4) is neocortical motor/sensory cortex.,,,
3721,caudal L5,caudal L5 spinal segment,Rat,PM34772694,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3722,caudal lateral nucleus,caudal lateral nucleus,,PM37000205,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3723,caudal lobules,caudal lobules,Mouse,PM37025843,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3724,caudal M1 layer 2/3,caudal primary motor cortex layer 2/3,Rat,PM38598336,1,1,neocortex,flash,high,0.98,"M1 and primary motor cortex are neocortical layers | M1 is primary motor cortex, a neocortical area. | M1 is primary motor cortex, a clearly defined neocortical area.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,M1 and primary motor cortex are neocortical layers,"M1 is primary motor cortex, a neocortical area.","M1 is primary motor cortex, a clearly defined neocortical area.",,,
3725,caudal middle frontal,,,PM40924875,1,1,neocortex,flash,medium,0.7667,"'caudal middle frontal' likely refers to middle frontal gyrus, which is neocortex | 'Middle frontal' likely refers to middle frontal gyrus, which is neocortical. | 'Middle frontal' likely refers to middle frontal gyrus, a neocortical region; no fullname, relying on common usage.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,"'caudal middle frontal' likely refers to middle frontal gyrus, which is neocortex","'Middle frontal' likely refers to middle frontal gyrus, which is neocortical.","'Middle frontal' likely refers to middle frontal gyrus, a neocortical region; no fullname, relying on common usage.",,,
3726,caudal motor cortex,,Human,PM34999565,1,1,neocortex,flash,high,0.98,Motor cortex is neocortex | Motor cortex is neocortex. | Motor cortex is neocortex.,cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,Motor cortex is neocortex,Motor cortex is neocortex.,Motor cortex is neocortex.,,,
3727,caudal motor tract,,,PM34999565,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3728,caudal NTS,caudal nucleus tractus solitarius,Mouse,PM37425814,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3729,caudal nucleus of the solitary tract,caudal nucleus of the solitary tract,Mouse,PM33121946,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3730,caudal POA,caudal preoptic area,Mouse,PM38729241,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3731,caudal pontine nuclei,caudal subarea of the pontine nuclei,Mouse,PM37025843,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3732,caudal pPVT,caudal posterior paraventricular thalamic nucleus,Rat,PM33132167,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3733,caudal raphé nuclei,caudal raphé nuclei,,PM33515533,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3734,caudal spinal cord,caudal spinal cord,Mouse,PM40749050,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3735,caudal striatum,caudal striatum,,PM40602431,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3736,caudal targets,,,PM41289407,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3737,caudal V1/V2L,caudal V1/V2L,Mouse,PM33324173,1,1,neocortex,flash,high,0.98,"V1 and V2L are visual neocortical areas | V1 and V2L are neocortical visual areas. | V1/V2L are primary and secondary visual areas, both neocortical.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,V1 and V2L are visual neocortical areas,V1 and V2L are neocortical visual areas.,"V1/V2L are primary and secondary visual areas, both neocortical.",,,
3738,caudal ventrolateral medulla,caudal ventrolateral medulla,Mouse,PM39603502,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3739,caudal VP,caudal ventral posterior nucleus,,PM39197940,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3740,caudate nucleus tail,tail of caudate nucleus,Mouse,PM32553154,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3741,caudate-putamen,,,PM40650995,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3742,caudo-medial region of ipsilateral PUL,,,PM34448209,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3743,caudo-ventromedial edge of the ventral posteromedial thalamic nucleus,caudo-ventromedial edge of the ventral posteromedial thalamic nucleus,,PM34611777,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3744,caudomedial VAL,,Mouse,PM40579424,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3745,CB-positive neurons,,Rat,PM32973466,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3746,CBdl,CBdl,Human,PM34609038,1,1,non_neocortex,flash,high,0.8333,"CBdl likely indicates cerebellum, which is non-neocortical | CBdl likely denotes cerebellum (non-neocortical). | 'CBdl' likely indicates cerebellar region (CB=cerebellum), which is non-neocortical.",ambiguous,non_neocortex,non_neocortex,non_neocortex,3/3,3-0,,,,,,"CBdl likely indicates cerebellum, which is non-neocortical",CBdl likely denotes cerebellum (non-neocortical).,"'CBdl' likely indicates cerebellar region (CB=cerebellum), which is non-neocortical.",,,
3747,CBN,cerebellar nuclei,Mouse,PM35093138,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3748,CbN cell,cerebellar nuclei cell,Mouse,PM38492575,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3749,CCK INs,CCK-expressing interneurons,Rat,PM34326063,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3750,CCK interneurons,cholecystokinin interneurons,Mouse,PM38303709,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3751,CCK-sensitive C-type vagal afferent fibers,cholecystokinin-sensitive C-type vagal afferent fibers,,PM38105761,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3752,CCKBR cells in the BLA,CCK-B receptor cells in the basolateral amygdala,,PM37365241,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3753,Cdh8-cKO neurons,Cdh8 conditional knockout neurons,Mouse,PM37854688,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3754,CDL,,,PM35013368,1,1,ambiguous,flash,medium,0.3333,"CDL could be neocortex or striatum; ambiguous without fullname or context | CDL acronym ambiguous; could be neocortical or non-neocortical without context. | 'CDL' is ambiguous without fullname; could be neocortical or non-neocortical (e.g., cerebellar).",ambiguous,ambiguous,ambiguous,ambiguous,3/3,3-0,,,,,,CDL could be neocortex or striatum; ambiguous without fullname or context,CDL acronym ambiguous; could be neocortical or non-neocortical without context.,"'CDL' is ambiguous without fullname; could be neocortical or non-neocortical (e.g., cerebellar).",,,
3755,cdMAO,caudal dorsal medial accessory olive,Mouse,PM38242692,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3756,CdN,caudate nucleus,Macaque,PM34531520,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3757,cDR,caudal dorsal raphe,Mouse,PM32568072,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3758,CEAc,"central amygdalar nucleus, capsular part",Mouse,PM34616071,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3759,CeAGABA,central amygdala GABA neurons,Mouse,PM39801453,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3760,cECIC,caudal external cortex of inferior colliculus,,PM42182250,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3761,cecum,cecum,Rat,PM34348334,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3762,CeLC,lateral capsular division of the central nucleus of the amygdala,Mouse,PM34811712,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3763,celiac ganglia,celiac ganglia,Rat,PM32434910,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3764,celiac vagus nerve,celiac efferent of the vagus nerve,Mouse,PM33326772,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3765,celiac-superior mesenteric ganglia,celiac-superior mesenteric ganglion complex,Mouse,PM33168718,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3766,central anterior gyrus,central anterior gyrus,,PM41211046,1,1,neocortex,flash,high,0.95,"Named gyrus, typically neocortical. | Central anterior gyrus typically refers to precentral gyrus (motor neocortex). | Central anterior gyrus is a neocortical gyrus.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,"Named gyrus, typically neocortical.",Central anterior gyrus typically refers to precentral gyrus (motor neocortex).,Central anterior gyrus is a neocortical gyrus.,,,
3767,central arousal-promoting regions,,,PM40417998,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3768,central brainstem neurons,central brainstem neurons,,PM35937055,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3769,central cervical nucleus,,,PM40673947,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3770,central gray of the pons,central gray of the pons,,PM39440253,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3771,central medial thalamic nucleus,central medial thalamic nucleus,,PM38009263,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3772,central motor areas,central motor areas,,PM33361565,1,1,neocortex,flash,high,0.9667,"Motor cortex is neocortex. | Central motor areas encompass primary motor cortex and premotor areas, all neocortex. | Central motor areas are neocortical motor regions.",cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,Motor cortex is neocortex.,"Central motor areas encompass primary motor cortex and premotor areas, all neocortex.",Central motor areas are neocortical motor regions.,,,
3773,central nervous system,central nervous system,Mouse,PM39494735,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3774,central nucleus of inferior colliculus,central nucleus of inferior colliculus,Mouse,PM40883389,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3775,central nucleus of the amygdala,,,PM33177086,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3776,central opercular cortex,,,PM32541059,1,1,neocortex,flash,high,0.9667,Opercular cortex is neocortex. | Opercular cortex is part of the cerebral neocortex. | Central opercular cortex is neocortex.,cortical,neocortex,neocortex,neocortex,3/3,3-0,,,,,,Opercular cortex is neocortex.,Opercular cortex is part of the cerebral neocortex.,Central opercular cortex is neocortex.,,,
3777,central posterior thalamic nucleus,,,PM38104256,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3778,central striatum,,,PM41350413,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3779,central thalamic nucleus,central thalamic nucleus,,PM33380525,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3780,central vermis,central vermis,Mouse,PM37025843,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
3781,"central, non-projecting interneurons",,,PM38698992,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3782,central-executive network,,Human,PM34449938,1,1,other,seed_remap,high,1.0,seed: other kept,other,,,,,,,,,,,,,,,,
3783,centromedial and centrolateral thalamic nuclei,centromedial and centrolateral thalamic nuclei,,PM39819496,1,1,non_neocortex,seed_remap,high,1.0,seed: subcortical → non_neocortex,subcortical,,,,,,,,,,,,,,,,
